FOREST_TYPE_GROUP,DIAMETER_CLASS:_2_INCH_CLASS_TO_29,DISTURBANCE_1,ESTIMATE,VARIANCE,PLOT_COUNT,SE,SE_PERCENT
Oak / hickory group,7.0-8.9,Animal damage,18302.137801712073,161168056.24668583,1,12695.198157046854,69.3645643726892
Oak / hickory group,9.0-10.9,Animal damage,176769.89048667316,9547076847.738625,2,97709.14413573903,55.27476645866079
Oak / hickory group,11.0-12.9,Animal damage,310301.94408204174,33484870351.616905,2,182988.7164598323,58.971179507483626
Oak / hickory group,15.0-16.9,Animal damage,228964.40889233525,25223844746.0418,1,158820.16479667122,69.3645643726892
Oak / hickory group,17.0-18.9,Animal damage,208397.37181032702,20895838424.136017,1,144553.92912036675,69.3645643726892
Oak / hickory group,19.0-20.9,Animal damage,235019.18377879265,26575531165.975365,1,163020.03302040938,69.3645643726892
Oak / hickory group,21.0-28.9,Animal damage,1167874.1218174167,335848054877.6664,2,579523.9899069463,49.62212785442197
Oak / hickory group,29.0+,Animal damage,4153196.4005442727,8299277079607.267,1,2880846.5907797427,69.3645643726892
Oak / hickory group,1.0-2.9,Beaver (includes flooding caused by beaver),30535.04969173134,260681257.3786135,3,16145.626571261133,52.875717361721684
Oak / hickory group,3.0-4.9,Beaver (includes flooding caused by beaver),238217.817211283,14499490723.081669,2,120413.83111205153,50.54778543506369
Oak / hickory group,5.0-6.9,Beaver (includes flooding caused by beaver),245264.17973380248,10078921397.9006,3,100393.83147335597,40.93293671432919
Oak / hickory group,7.0-8.9,Beaver (includes flooding caused by beaver),210054.4028388112,9606255146.363098,3,98011.50517343919,46.66005751312434
Oak / hickory group,9.0-10.9,Beaver (includes flooding caused by beaver),700932.0485113945,85419326704.3974,3,292265.84936389234,41.69674506745588
Oak / hickory group,11.0-12.9,Beaver (includes flooding caused by beaver),197525.4882163688,10739936966.808207,2,103633.66714928218,52.465971903211894
Oak / hickory group,13.0-14.9,Beaver (includes flooding caused by beaver),192517.567662352,18252669798.652863,1,135102.44186783917,70.1766823196049
Oak / hickory group,15.0-16.9,Beaver (includes flooding caused by beaver),248991.1298316315,30531870873.213425,1,174733.71418593902,70.1766823196049
Oak / hickory group,17.0-18.9,Beaver (includes flooding caused by beaver),239637.34697617823,28502166300.467552,1,168825.84606767874,70.45055714310729
Oak / hickory group,21.0-28.9,Beaver (includes flooding caused by beaver),228117.98832039948,25627410846.314278,1,160085.63597748012,70.1766823196049
Oak / hickory group,1.0-2.9,Domestic animal/livestock (includes grazing),246648.59251114214,3663510440.53258,15,60526.93979157198,24.539746679818467
Oak / hickory group,3.0-4.9,Domestic animal/livestock (includes grazing),704453.6132939635,27147295454.11723,12,164764.36342279002,23.38895852238819
Oak / hickory group,5.0-6.9,Domestic animal/livestock (includes grazing),1147782.7219961544,55854129715.15854,22,236334.7831258838,20.59055068496454
Oak / hickory group,7.0-8.9,Domestic animal/livestock (includes grazing),1639131.9629908917,139137114826.35364,19,373010.8776247063,22.756610574787448
Oak / hickory group,9.0-10.9,Domestic animal/livestock (includes grazing),1493055.0920965357,97879622714.65872,20,312857.19220541936,20.954162633483794
Oak / hickory group,11.0-12.9,Domestic animal/livestock (includes grazing),2440182.0597191188,315784192506.03827,18,561946.7879666528,23.028887772059786
Oak / hickory group,13.0-14.9,Domestic animal/livestock (includes grazing),2424686.334728401,364887931427.9407,13,604059.5429491539,24.91289426996408
Oak / hickory group,15.0-16.9,Domestic animal/livestock (includes grazing),2753898.2134118266,538888620142.1906,11,734090.3351374343,26.656407690099915
Oak / hickory group,17.0-18.9,Domestic animal/livestock (includes grazing),1010122.7668897719,123407164823.53595,6,351293.55932543933,34.77731329698598
Oak / hickory group,19.0-20.9,Domestic animal/livestock (includes grazing),3931781.4829677385,1232993452705.328,11,1110402.3832401154,28.24171150025294
Oak / hickory group,21.0-28.9,Domestic animal/livestock (includes grazing),1578375.027697904,671446363126.6051,3,819418.3077809557,51.91531121574421
Oak / hickory group,29.0+,Domestic animal/livestock (includes grazing),2268504.018278218,1306621561647.4458,2,1143075.4837924947,50.38895565457639
Oak / hickory group,1.0-2.9,Ice,122815.0606907614,6317844671.229841,2,79484.87070650516,64.71915598905396
Oak / hickory group,3.0-4.9,Ice,171135.71857482663,18934133080.199085,2,137601.35566264993,80.40481368153762
Oak / hickory group,5.0-6.9,Ice,192718.52017122757,12840907182.416048,2,113317.72669099945,58.79960399774672
Oak / hickory group,7.0-8.9,Ice,217007.3278334679,22907896214.831604,2,151353.54708374562,69.74582314561046
Oak / hickory group,9.0-10.9,Ice,151466.255022945,8061230284.016184,3,89784.35433869413,59.27680348675226
Oak / hickory group,11.0-12.9,Ice,227273.0067830534,22329466020.542244,2,149430.4721954068,65.74932690446944
Oak / hickory group,13.0-14.9,Ice,73379.60505631714,2834238771.84644,1,53237.569176723686,72.55090721170424
Oak / hickory group,1.0-2.9,"Wind (includes hurricane, tornado)",131312.83863136027,2722223294.153453,10,52174.92974747022,39.73330429170217
Oak / hickory group,3.0-4.9,"Wind (includes hurricane, tornado)",120781.80073452728,1850035393.1087184,5,43012.03776977694,35.611356601906756
Oak / hickory group,5.0-6.9,"Wind (includes hurricane, tornado)",685065.8562063165,29189146143.581303,14,170848.31325939775,24.9389619569574
Oak / hickory group,7.0-8.9,"Wind (includes hurricane, tornado)",698510.7994478224,46032983740.362045,11,214552.98585748475,30.715772186641978
Oak / hickory group,9.0-10.9,"Wind (includes hurricane, tornado)",677363.1394250821,36414679426.26702,10,190826.30695547987,28.17193553186927
Oak / hickory group,11.0-12.9,"Wind (includes hurricane, tornado)",1314544.249767628,145938286741.82123,8,382018.6994661665,29.06092355078164
Oak / hickory group,13.0-14.9,"Wind (includes hurricane, tornado)",2050909.9126722547,282179996720.8854,12,531206.1715764279,25.900999760846986
Oak / hickory group,15.0-16.9,"Wind (includes hurricane, tornado)",1234760.5845125136,132430715768.01318,8,363910.3128079956,29.47213551942689
Oak / hickory group,17.0-18.9,"Wind (includes hurricane, tornado)",1336508.8329263702,157982629787.97754,8,397470.2879310321,29.739443402012235
Oak / hickory group,19.0-20.9,"Wind (includes hurricane, tornado)",2047620.0192083365,436849344840.32086,6,660945.7956900254,32.27873284544094
Oak / hickory group,21.0-28.9,"Wind (includes hurricane, tornado)",3059856.6030415115,1189063820437.9568,5,1090442.029838339,35.63703046588636
Oak / hickory group,29.0+,"Wind (includes hurricane, tornado)",4297752.024196555,2612754655511.103,5,1616401.7617879235,37.61040080226831
Oak / hickory group,1.0-2.9,Drought,9922.805105222364,49502478.3078396,1,7035.799763199604,70.905350740958
Oak / hickory group,3.0-4.9,Drought,67039.38762425238,1856227842.879371,2,43083.96271095976,64.26664120567467
Oak / hickory group,5.0-6.9,Drought,37093.733944661166,355743941.0326641,2,18861.17549445591,50.847335893965905
Oak / hickory group,7.0-8.9,Drought,88238.18249700176,2314494461.2040987,2,48109.19310489523,54.52196741079739
Oak / hickory group,9.0-10.9,Drought,105554.67416319094,4558083360.618822,2,67513.57908316536,63.960766890139965
Oak / hickory group,11.0-12.9,Drought,124097.35542763819,7742533131.684869,1,87991.66512622016,70.90535074095801
Oak / hickory group,13.0-14.9,Drought,645536.8672663225,183472796781.39432,2,428337.24654925155,66.3536458209035
Oak / hickory group,15.0-16.9,Drought,592442.742722416,131831225440.49744,2,363085.6998567934,61.28620939608912
Oak / hickory group,17.0-18.9,Drought,61883.05911684495,1925313996.7427113,1,43878.4001160333,70.905350740958
Oak / hickory group,19.0-20.9,Drought,268077.7964635419,37827477790.72525,1,194492.87336744566,72.55090721170424
Oak / hickory group,1.0-2.9,"Vegetation (suppression,competetion,vines)",4183.596389159552,18504395.94519437,1,4301.673621416945,102.82238584399184
Oak / hickory group,5.0-6.9,"Vegetation (suppression,competetion,vines)",51771.68594379172,2833739798.3231196,1,53232.8826790652,102.82238584399181
Oak / hickory group,7.0-8.9,"Vegetation (suppression,competetion,vines)",27471.53971453315,797886939.4409614,1,28246.892562562723,102.82238584399181
Oak / hickory group,9.0-10.9,"Vegetation (suppression,competetion,vines)",21639.867749538294,495090460.34818953,1,22250.62831355981,102.8223858439918
Oak / hickory group,11.0-12.9,"Vegetation (suppression,competetion,vines)",41408.96989048345,1812859753.4188988,1,42577.690794815295,102.82238584399184
Oak / hickory group,1.0-2.9,Human-caused damage,44651.912311000306,960481342.8186821,4,30991.63343256825,69.4071806302756
Oak / hickory group,3.0-4.9,Human-caused damage,76239.1200082872,5778567713.587385,1,76016.89097554165,99.70851049602699
Oak / hickory group,5.0-6.9,Human-caused damage,189625.66002428735,4857737652.529157,7,69697.47235394665,36.75529585237555
Oak / hickory group,7.0-8.9,Human-caused damage,210213.8737692203,9912431564.371517,4,99561.19507303796,47.36185737309589
Oak / hickory group,9.0-10.9,Human-caused damage,123573.71808674582,4241823718.9288464,3,65129.28464929464,52.70480297726044
Oak / hickory group,11.0-12.9,Human-caused damage,253869.92305126978,17484278280.221172,3,132228.12968586214,52.08499222617965
Oak / hickory group,13.0-14.9,Human-caused damage,231049.7556983359,30556969031.92259,2,174805.51773877902,75.65708832300575
Oak / hickory group,15.0-16.9,Human-caused damage,517091.31988502364,98050050174.07584,2,313129.44635418087,60.555927804745565
Oak / hickory group,17.0-18.9,Human-caused damage,822736.8745162843,194714879308.49066,3,441265.0896099653,53.63380483819938
Oak / gum / cypress group,1.0-2.9,No visible disturbance,18885753.075990655,842294952831.5996,574,917766.2844273588,4.859569436995921
Oak / gum / cypress group,3.0-4.9,No visible disturbance,41758770.9625968,4484553514469.878,441,2117676.4423466297,5.071213528394852
Oak / gum / cypress group,5.0-6.9,No visible disturbance,51741112.89325015,4223181600679.3213,730,2055038.102001839,3.971770197988779
Oak / gum / cypress group,7.0-8.9,No visible disturbance,60342813.35583217,5034071715663.504,663,2243673.7097143834,3.718211970800548
Oak / gum / cypress group,9.0-10.9,No visible disturbance,62912893.50641341,5859610570767.114,585,2420663.2501789904,3.8476425344070773
Oak / gum / cypress group,11.0-12.9,No visible disturbance,70002436.01592712,8542810402601.215,523,2922808.6496726424,4.175295626865953
Oak / gum / cypress group,13.0-14.9,No visible disturbance,71005695.31817414,9846937908945.627,433,3137983.0957074366,4.41934000032848
Oak / gum / cypress group,15.0-16.9,No visible disturbance,61622551.52639331,10018770632525.83,322,3165244.1663362766,5.1365029326651355
Oak / gum / cypress group,17.0-18.9,No visible disturbance,58926076.94882727,9913004227466.035,268,3148492.3737347745,5.343122326756957
Oak / gum / cypress group,19.0-20.9,No visible disturbance,42450671.88716684,7938585244159.616,183,2817549.510507245,6.637231839336355
Oak / gum / cypress group,21.0-28.9,No visible disturbance,94205897.2380416,34853958488738.17,221,5903724.120310685,6.2668307328924655
Oak / gum / cypress group,29.0+,No visible disturbance,37512971.94441046,21972741383577.93,42,4687509.080906183,12.495701721133925
Oak / gum / cypress group,1.0-2.9,Insect damage,6173.561672485363,40083823.67210442,1,6331.178695322414,102.55309708072613
Oak / gum / cypress group,3.0-4.9,Insect damage,13014.037563330929,178123685.69161603,1,13346.298576444933,102.55309708072613
Oak / gum / cypress group,5.0-6.9,Insect damage,25755.919678078884,339187088.49120855,2,18417.03256475398,71.50601801429322
Oak / gum / cypress group,7.0-8.9,Insect damage,68977.43653520018,4010269238.16548,2,63326.68661919302,91.80782847283183
Oak / gum / cypress group,9.0-10.9,Insect damage,56311.26516965369,1847592724.7394285,2,42983.63321939443,76.33221006470734
Oak / gum / cypress group,13.0-14.9,Insect damage,24844.17134929789,649152288.963198,1,25478.46716274741,102.55309708072613
Oak / gum / cypress group,15.0-16.9,Insect damage,46427.48470275101,2266980957.7713747,1,47612.82345935152,102.55309708072613
Oak / gum / cypress group,17.0-18.9,Insect damage,67622.72028854588,4809310706.527323,1,69349.19398614034,102.55309708072613
Oak / gum / cypress group,19.0-20.9,Insect damage,302128.50723568886,46445701415.96544,2,215512.64792574343,71.331450943695
Oak / gum / cypress group,21.0-28.9,Insect damage,330833.9737347142,115111248356.9479,1,339280.4862601855,102.55309708072613
Oak / gum / cypress group,1.0-2.9,Insect damage to trees including seedlings and saplings,13567.773805008514,123749733.21440956,2,11124.285739516474,81.99050116394163
Oak / gum / cypress group,3.0-4.9,Insect damage to trees including seedlings and saplings,197774.344164685,8435449253.019333,4,91844.70182334598,46.43913861085424
Oak / gum / cypress group,5.0-6.9,Insect damage to trees including seedlings and saplings,150495.7777296999,5221738869.016122,4,72261.60023841239,48.01569939603147
Oak / gum / cypress group,7.0-8.9,Insect damage to trees including seedlings and saplings,317132.7722571233,23858181868.409763,4,154460.93962037706,48.70544867407901
Oak / gum / cypress group,9.0-10.9,Insect damage to trees including seedlings and saplings,259553.2365659157,22889249453.236973,4,151291.93452804076,58.28936542258024
Oak / gum / cypress group,11.0-12.9,Insect damage to trees including seedlings and saplings,199346.0811594339,9183837824.52576,4,95832.34226776345,48.07335148520839
Oak / gum / cypress group,13.0-14.9,Insect damage to trees including seedlings and saplings,169442.83922963776,11937743138.139292,3,109259.97958145193,64.48191028797453
Oak / gum / cypress group,15.0-16.9,Insect damage to trees including seedlings and saplings,133237.89084199196,18252590593.652817,1,135102.14873810415,101.39919499200347
Oak / gum / cypress group,19.0-20.9,Insect damage to trees including seedlings and saplings,220517.83447881407,49998439784.71069,1,223603.30897531615,101.39919499200347
Oak / gum / cypress group,21.0-28.9,Insect damage to trees including seedlings and saplings,253287.42607811574,65962373706.64705,1,256831.41105917524,101.39919499200347
Oak / gum / cypress group,1.0-2.9,Disease damage,29779.00579672247,456325344.5080925,1,21361.77297201926,71.73433900996913
Oak / gum / cypress group,3.0-4.9,Disease damage,10794.869154091397,59963775.139458984,1,7743.6280346785115,71.73433900996915
Oak / gum / cypress group,5.0-6.9,Disease damage,63842.246263838315,2097348114.5243053,1,45796.81336648114,71.73433900996915
Oak / gum / cypress group,7.0-8.9,Disease damage,91929.6981922035,4348764305.7461605,1,65945.16135203674,71.73433900996915
Oak / gum / cypress group,9.0-10.9,Disease damage,135587.74155220808,9460085368.434322,1,97262.97018102174,71.73433900996913
Oak / gum / cypress group,11.0-12.9,Disease damage,52150.7814881424,1399509475.8692317,1,37410.018389052304,71.73433900996915
Oak / gum / cypress group,13.0-14.9,Disease damage,219692.50048039271,24836172386.321587,1,157594.963074083,71.73433900996915
Oak / gum / cypress group,15.0-16.9,Disease damage,214568.53245512693,23691156601.3712,1,153919.31848007644,71.73433900996915
Oak / gum / cypress group,1.0-2.9,Disease damage to understory vegetation,26501.917797344373,361417191.6246828,1,19010.97555689036,71.73433900996915
Oak / gum / cypress group,5.0-6.9,Disease damage to understory vegetation,32474.09588302485,542660660.4774364,1,23295.078031151483,71.73433900996916
Oak / gum / cypress group,7.0-8.9,Disease damage to understory vegetation,13717.465941972092,96828227.73848937,1,9840.13352239132,71.73433900996915
Oak / gum / cypress group,9.0-10.9,Disease damage to understory vegetation,95046.03360471703,4648600211.00986,1,68180.64396153692,71.73433900996915
Oak / gum / cypress group,11.0-12.9,Disease damage to understory vegetation,23886.198713556027,293594748.88073987,1,17134.60676177717,71.73433900996915
Oak / gum / cypress group,1.0-2.9,"Disease damage to trees, including seedlings and saplings",125989.63292659819,2724457109.6674433,4,52196.33233923092,41.42906930258349
Oak / gum / cypress group,3.0-4.9,"Disease damage to trees, including seedlings and saplings",98466.69204699589,3466414678.5742397,2,58876.26583415629,59.793077852210175
Oak / gum / cypress group,5.0-6.9,"Disease damage to trees, including seedlings and saplings",378028.1042774423,29265618268.252384,4,171071.96809603958,45.2537698018575
Oak / gum / cypress group,7.0-8.9,"Disease damage to trees, including seedlings and saplings",302101.6276374817,14411239697.520676,4,120046.82293805479,39.7372314332942
Oak / gum / cypress group,9.0-10.9,"Disease damage to trees, including seedlings and saplings",309323.95696600934,14944658155.922287,4,122248.34622980503,39.52113746018014
Oak / gum / cypress group,11.0-12.9,"Disease damage to trees, including seedlings and saplings",220708.95926091634,11165723176.991606,3,105667.98558216015,47.876618120083755
Oak / gum / cypress group,13.0-14.9,"Disease damage to trees, including seedlings and saplings",220578.4197292474,14117887712.017841,2,118818.71785210376,53.86688235320107
Oak / gum / cypress group,15.0-16.9,"Disease damage to trees, including seedlings and saplings",84928.13895599045,3470392060.715414,1,58910.03361665493,69.3645643726892
Oak / gum / cypress group,17.0-18.9,"Disease damage to trees, including seedlings and saplings",383971.34548584773,37069726532.55922,2,192535.0007987099,50.143064856855645
Oak / gum / cypress group,19.0-20.9,"Disease damage to trees, including seedlings and saplings",399000.140793322,40250067979.33659,2,200624.19589704677,50.28173561496763
Oak / gum / cypress group,1.0-2.9,"Fire (from crown and ground fire, either prescribed or natural)",3525.291936003027,3917140.3250551885,2,1979.1766785851103,56.14220650415407
Oak / gum / cypress group,3.0-4.9,"Fire (from crown and ground fire, either prescribed or natural)",74795.310738636,2878743321.1739073,1,53653.921768813016,71.73433900996915
Oak / gum / cypress group,5.0-6.9,"Fire (from crown and ground fire, either prescribed or natural)",8833.425961470011,40152496.07988264,1,6336.599725395525,71.73433900996915
Oak / gum / cypress group,11.0-12.9,"Fire (from crown and ground fire, either prescribed or natural)",49214.7751800099,1246364908.3066163,1,35303.893670622456,71.73433900996915
Oak / gum / cypress group,1.0-2.9,Ground fire damage,161830.03707406225,2394436485.794949,7,48932.97953113983,30.23726646540001
Oak / gum / cypress group,3.0-4.9,Ground fire damage,365543.055367921,28236242938.18275,6,168036.43336545426,45.96898529403731
Oak / gum / cypress group,5.0-6.9,Ground fire damage,539769.2301134197,24708472521.76409,10,157189.28882644672,29.121572712363967
Oak / gum / cypress group,7.0-8.9,Ground fire damage,727325.4360158435,59250689458.28909,9,243414.6451187543,33.46708819261642
Oak / gum / cypress group,9.0-10.9,Ground fire damage,809698.8666317726,74470797424.7554,9,272893.381057063,33.70307064801252
Oak / gum / cypress group,11.0-12.9,Ground fire damage,638851.2636241107,52098271318.40217,7,228250.45743306226,35.72826265353699
Oak / gum / cypress group,13.0-14.9,Ground fire damage,721425.389727583,70427848502.51172,7,265382.45703608915,36.78584934975744
Oak / gum / cypress group,15.0-16.9,Ground fire damage,461475.97584552696,30214025064.942616,5,173821.81987582173,37.66649380985464
Oak / gum / cypress group,17.0-18.9,Ground fire damage,287235.0051589247,29085806197.96173,3,170545.61324748793,59.37494044401952
Oak / gum / cypress group,19.0-20.9,Ground fire damage,583932.9366814969,61390156559.04156,4,247770.37062377244,42.43130590164286
Oak / gum / cypress group,21.0-28.9,Ground fire damage,385573.2089206499,48587030045.5789,2,220424.65843362195,57.168043145597515
Oak / gum / cypress group,29.0+,Ground fire damage,1794408.3541970532,1054655903914.29,2,1026964.4121946438,57.23136597043883
Oak / gum / cypress group,1.0-2.9,Animal damage,88564.77518199167,2675899952.1214924,2,51729.10159785778,58.408211946069635
Oak / gum / cypress group,3.0-4.9,Animal damage,178847.3617966125,9747231378.039955,2,98728.0678330127,55.20241777191408
Oak / gum / cypress group,5.0-6.9,Animal damage,241824.40942992055,10088418935.477665,3,100441.12173546084,41.534732565766134
Oak / gum / cypress group,7.0-8.9,Animal damage,279151.5875643573,15745427376.279196,3,125480.78488868005,44.950768857709235
Oak / gum / cypress group,9.0-10.9,Animal damage,431330.5735470044,40422515642.43447,3,201053.5143747417,46.612395852535556
Oak / gum / cypress group,11.0-12.9,Animal damage,706854.7929597248,131373751732.24585,2,362455.17203130905,51.277175403118626
Oak / gum / cypress group,13.0-14.9,Animal damage,589514.4743676934,103877308812.84753,2,322300.02918530355,54.6721146297551
Oak / gum / cypress group,15.0-16.9,Animal damage,809467.637947849,174494863869.68753,2,417725.82380035776,51.605006082685456
Oak / gum / cypress group,1.0-2.9,Beaver (includes flooding caused by beaver),427433.5035831077,15211560997.878405,12,123335.1571851206,28.85481745142143
Oak / gum / cypress group,3.0-4.9,Beaver (includes flooding caused by beaver),897244.5727327905,132653183240.96883,8,364215.84704810526,40.59270550266932
Oak / gum / cypress group,5.0-6.9,Beaver (includes flooding caused by beaver),1454009.600401717,163263833139.60062,18,404059.195093492,27.789307235788375
Oak / gum / cypress group,7.0-8.9,Beaver (includes flooding caused by beaver),1585322.5917246123,173345876512.67984,17,416348.26349185104,26.262684053402758
Oak / gum / cypress group,9.0-10.9,Beaver (includes flooding caused by beaver),1261460.4214127793,99351612166.22707,14,315200.9076227844,24.98698352103457
Oak / gum / cypress group,11.0-12.9,Beaver (includes flooding caused by beaver),1128354.3392338485,89426010472.42926,11,299041.8206078027,26.502474463017695
Oak / gum / cypress group,13.0-14.9,Beaver (includes flooding caused by beaver),875807.9762610664,85657402880.87866,8,292672.8598296717,33.417469098549276
Oak / gum / cypress group,15.0-16.9,Beaver (includes flooding caused by beaver),663732.639583847,105823876994.85771,4,325305.82072083757,49.011575040938276
Oak / gum / cypress group,17.0-18.9,Beaver (includes flooding caused by beaver),212870.5787236708,15170675896.420279,2,123169.29770206648,57.86111845073416
Oak / gum / cypress group,19.0-20.9,Beaver (includes flooding caused by beaver),424295.2438440573,68814684977.57329,2,262325.5324545693,61.82617794108074
Oak / gum / cypress group,21.0-28.9,Beaver (includes flooding caused by beaver),1445190.8863042658,556116826627.3711,3,745732.4095326493,51.600962654814666
Oak / gum / cypress group,1.0-2.9,Domestic animal/livestock (includes grazing),27999.848915693336,120595759.52380985,5,10981.610060633635,39.220247558116895
Oak / gum / cypress group,3.0-4.9,Domestic animal/livestock (includes grazing),425175.0417138718,32441590255.494797,4,180115.4914367301,42.36266802272502
Oak / gum / cypress group,5.0-6.9,Domestic animal/livestock (includes grazing),477160.2897998857,24842727587.303436,7,157615.75932407088,33.03203612986586
Oak / gum / cypress group,7.0-8.9,Domestic animal/livestock (includes grazing),424391.4936072362,17622627810.409378,8,132750.24599001458,31.280138266124542
Oak / gum / cypress group,9.0-10.9,Domestic animal/livestock (includes grazing),824132.2113513589,86904467078.93611,7,294795.63612600527,35.77043004333229
Oak / gum / cypress group,11.0-12.9,Domestic animal/livestock (includes grazing),612391.8813939095,47273863087.916595,7,217425.5345811908,35.50431368983743
Oak / gum / cypress group,13.0-14.9,Domestic animal/livestock (includes grazing),761447.1732514129,63732339681.77455,6,252452.64839524767,33.154322093975836
Oak / gum / cypress group,15.0-16.9,Domestic animal/livestock (includes grazing),1098850.642302532,168363250808.84332,6,410320.91198090714,37.340917517336166
Oak / gum / cypress group,17.0-18.9,Domestic animal/livestock (includes grazing),1568987.5984960736,254592872663.34918,8,504571.9697559003,32.15907953890453
Oak / gum / cypress group,19.0-20.9,Domestic animal/livestock (includes grazing),507429.95605327794,52096698067.72875,3,228247.01108169797,44.980988678116795
Oak / gum / cypress group,21.0-28.9,Domestic animal/livestock (includes grazing),1214197.95075637,248097724550.3698,4,498094.0920653143,41.02247839860318
Oak / gum / cypress group,3.0-4.9,Weather damage,31878.05272115577,536450292.8329401,1,23161.39660799711,72.6562466365021
Oak / gum / cypress group,5.0-6.9,Weather damage,39918.87850056258,841206424.1030583,1,29003.558817894373,72.65624663650213
Oak / gum / cypress group,7.0-8.9,Weather damage,47912.19767567085,1211819959.5904818,1,34811.204512203854,72.65624663650215
Oak / gum / cypress group,9.0-10.9,Weather damage,66840.4564738031,2358439456.3499413,1,48563.76690857024,72.65624663650213
Oak / gum / cypress group,11.0-12.9,Weather damage,58424.57540272441,1801926396.522709,1,42449.1036009326,72.65624663650212
Oak / gum / cypress group,1.0-2.9,"Wind (includes hurricane, tornado)",299379.2832044514,7109378181.897958,13,84317.12863883564,28.16398240263472
Oak / gum / cypress group,3.0-4.9,"Wind (includes hurricane, tornado)",812556.8896226459,52187207719.518234,12,228445.19631526122,28.11436334277492
Oak / gum / cypress group,5.0-6.9,"Wind (includes hurricane, tornado)",1183829.8234594157,129778175544.82468,18,360247.38103812037,30.430672880448046
Oak / gum / cypress group,7.0-8.9,"Wind (includes hurricane, tornado)",2265641.880011353,506614270033.0845,18,711768.4103927937,31.415750947772338
Oak / gum / cypress group,9.0-10.9,"Wind (includes hurricane, tornado)",2557928.2115612687,525722110882.6529,16,725066.9699294355,28.345868607738616
Oak / gum / cypress group,11.0-12.9,"Wind (includes hurricane, tornado)",2045699.0241163112,353469988061.90656,15,594533.4204751711,29.062604687509886
Oak / gum / cypress group,13.0-14.9,"Wind (includes hurricane, tornado)",1882314.9506408605,238133532772.5424,14,487989.27526385494,25.92495347804108
Oak / gum / cypress group,15.0-16.9,"Wind (includes hurricane, tornado)",712810.7568793076,57330084056.510254,7,239437.01480036508,33.59054454349464
Oak / gum / cypress group,17.0-18.9,"Wind (includes hurricane, tornado)",1245832.2691796836,144311331615.6308,9,379883.31315764686,30.49233211849461
Oak / gum / cypress group,19.0-20.9,"Wind (includes hurricane, tornado)",836896.2502457215,105787471149.17511,5,325249.85956826346,38.86382087059975
Oak / gum / cypress group,21.0-28.9,"Wind (includes hurricane, tornado)",4200793.012852497,3115356428583.9785,5,1765037.2315007914,42.01676269458143
Oak / gum / cypress group,29.0+,"Wind (includes hurricane, tornado)",1875415.3291938864,1052240917592.9999,3,1025787.9496236051,54.69657486827313
Oak / gum / cypress group,1.0-2.9,Flooding (weather induced),79793.51684173965,2194892300.4733143,2,46849.6776987133,58.71363934445164
Oak / gum / cypress group,3.0-4.9,Flooding (weather induced),36832.72856636579,453361434.2902124,2,21292.285792986444,57.808059901458755
Oak / gum / cypress group,5.0-6.9,Flooding (weather induced),71353.49505383417,1751004984.3829374,3,41845.011463529765,58.6446556429491
Oak / gum / cypress group,7.0-8.9,Flooding (weather induced),193524.42024085807,10430270027.595182,3,102128.69345876889,52.77302643855529
Oak / gum / cypress group,9.0-10.9,Flooding (weather induced),199615.3567263275,8251153510.91863,4,90835.86026960184,45.50544695523487
Oak / gum / cypress group,11.0-12.9,Flooding (weather induced),360506.34552074136,29851908194.13768,4,172777.04764851634,47.92621538989687
Oak / gum / cypress group,13.0-14.9,Flooding (weather induced),238875.77601646533,16865778042.799316,3,129868.3103870968,54.36646300131546
Oak / gum / cypress group,15.0-16.9,Flooding (weather induced),257820.9542047778,66084693477.66017,1,257069.43318422782,99.70851049602699
Oak / gum / cypress group,17.0-18.9,Flooding (weather induced),473337.59907417273,86082537981.47995,2,293398.2583136443,61.98498891436435
Oak / gum / cypress group,21.0-28.9,Flooding (weather induced),779411.9463881156,215576136168.8827,2,464301.7727393281,59.57077959748446
Oak / gum / cypress group,29.0+,Flooding (weather induced),3455779.516266589,6140718833720.404,1,2478047.3832678027,71.70733467235006
Oak / gum / cypress group,1.0-2.9,"Vegetation (suppression,competetion,vines)",298574.2628381708,42892371982.90551,1,207104.73674666524,69.3645643726892
Oak / gum / cypress group,3.0-4.9,"Vegetation (suppression,competetion,vines)",849495.2505287674,347214006759.1366,1,589248.6798959643,69.3645643726892
Oak / gum / cypress group,5.0-6.9,"Vegetation (suppression,competetion,vines)",133464.67901615746,8570536699.117359,1,92577.19319096555,69.3645643726892
Oak / gum / cypress group,7.0-8.9,"Vegetation (suppression,competetion,vines)",70055.72245365565,2361361936.9202385,1,48593.84669811846,69.3645643726892
Oak / gum / cypress group,11.0-12.9,"Vegetation (suppression,competetion,vines)",46101.39145122652,1022594361.1025195,1,31978.029349891458,69.3645643726892
Oak / gum / cypress group,13.0-14.9,"Vegetation (suppression,competetion,vines)",158083.94131556156,12024051743.966198,1,109654.23723671693,69.3645643726892
Oak / gum / cypress group,1.0-2.9,Human-caused damage,3721.345447731457,5666896.537504255,2,2380.5244248913423,63.96945562639225
Oak / gum / cypress group,3.0-4.9,Human-caused damage,79990.34080905188,3377699518.3340654,1,58117.97930360334,72.65624663650212
Oak / gum / cypress group,5.0-6.9,Human-caused damage,87860.81212634535,1740524258.340769,3,41719.59082182817,47.483730018150396
Oak / gum / cypress group,7.0-8.9,Human-caused damage,34278.72332320338,437558072.970098,2,20917.888826793635,61.02295184556726
