   ,GRP1,GRP2,ESTIMATE
1,`0002 SPCD 100 - pine spp. (Pinus spp.),`0047 51 Virginia,
2,`0009 SPCD 107 - sand pine (Pinus clausa),`0001 01 Alabama,0
3,`0009 SPCD 107 - sand pine (Pinus clausa),`0011 13 Georgia,3358064.798
4,`0013 SPCD 110 - shortleaf pine (Pinus echinata),`0001 01 Alabama,22245824.12
5,`0013 SPCD 110 - shortleaf pine (Pinus echinata),`0004 05 Arkansas,52468762.25
6,`0013 SPCD 110 - shortleaf pine (Pinus echinata),`0011 13 Georgia,13917805.41
7,`0013 SPCD 110 - shortleaf pine (Pinus echinata),`0018 21 Kentucky,3355138.225
8,`0013 SPCD 110 - shortleaf pine (Pinus echinata),`0025 28 Mississippi,23600126.59
9,`0013 SPCD 110 - shortleaf pine (Pinus echinata),`0034 37 North Carolina,9538213.626
10,`0013 SPCD 110 - shortleaf pine (Pinus echinata),`0037 40 Oklahoma,10383537.14
11,`0013 SPCD 110 - shortleaf pine (Pinus echinata),`0041 45 South Carolina,3285458.719
12,`0013 SPCD 110 - shortleaf pine (Pinus echinata),`0043 47 Tennessee,3950575.224
13,`0013 SPCD 110 - shortleaf pine (Pinus echinata),`0047 51 Virginia,2168421.923
14,`0014 SPCD 111 - slash pine (Pinus elliottii),`0001 01 Alabama,18510710.64
15,`0014 SPCD 111 - slash pine (Pinus elliottii),`0011 13 Georgia,272850058.1
16,`0014 SPCD 111 - slash pine (Pinus elliottii),`0025 28 Mississippi,16493159.32
17,`0014 SPCD 111 - slash pine (Pinus elliottii),`0034 37 North Carolina,4551995.665
18,`0014 SPCD 111 - slash pine (Pinus elliottii),`0041 45 South Carolina,5210218.815
19,`0018 SPCD 115 - spruce pine (Pinus glabra),`0001 01 Alabama,2540126.058
20,`0018 SPCD 115 - spruce pine (Pinus glabra),`0011 13 Georgia,
21,`0018 SPCD 115 - spruce pine (Pinus glabra),`0025 28 Mississippi,1900851.21
22,`0018 SPCD 115 - spruce pine (Pinus glabra),`0041 45 South Carolina,638927.2518
23,`0025 SPCD 121 - longleaf pine (Pinus palustris),`0001 01 Alabama,25375676.31
24,`0025 SPCD 121 - longleaf pine (Pinus palustris),`0011 13 Georgia,26210818.85
25,`0025 SPCD 121 - longleaf pine (Pinus palustris),`0025 28 Mississippi,5287543.737
26,`0025 SPCD 121 - longleaf pine (Pinus palustris),`0034 37 North Carolina,6169439.158
27,`0025 SPCD 121 - longleaf pine (Pinus palustris),`0041 45 South Carolina,9396374.917
28,`0025 SPCD 121 - longleaf pine (Pinus palustris),`0047 51 Virginia,
29,`0027 SPCD 123 - Table Mountain pine (Pinus pungens),`0011 13 Georgia,
30,`0027 SPCD 123 - Table Mountain pine (Pinus pungens),`0034 37 North Carolina,
31,`0027 SPCD 123 - Table Mountain pine (Pinus pungens),`0043 47 Tennessee,
32,`0027 SPCD 123 - Table Mountain pine (Pinus pungens),`0047 51 Virginia,16863.80355
33,`0030 SPCD 126 - pitch pine (Pinus rigida),`0011 13 Georgia,
34,`0030 SPCD 126 - pitch pine (Pinus rigida),`0018 21 Kentucky,0
35,`0030 SPCD 126 - pitch pine (Pinus rigida),`0034 37 North Carolina,0
36,`0030 SPCD 126 - pitch pine (Pinus rigida),`0041 45 South Carolina,21157.2006
37,`0030 SPCD 126 - pitch pine (Pinus rigida),`0043 47 Tennessee,
38,`0030 SPCD 126 - pitch pine (Pinus rigida),`0047 51 Virginia,210901.7704
39,`0032 SPCD 128 - pond pine (Pinus serotina),`0011 13 Georgia,2216348.491
40,`0032 SPCD 128 - pond pine (Pinus serotina),`0034 37 North Carolina,7854003.433
41,`0032 SPCD 128 - pond pine (Pinus serotina),`0041 45 South Carolina,529384.3634
42,`0032 SPCD 128 - pond pine (Pinus serotina),`0047 51 Virginia,360779.3395
43,`0033 SPCD 129 - eastern white pine (Pinus strobus),`0011 13 Georgia,13186.33606
44,`0033 SPCD 129 - eastern white pine (Pinus strobus),`0018 21 Kentucky,100698.8029
45,`0033 SPCD 129 - eastern white pine (Pinus strobus),`0034 37 North Carolina,18628506.26
46,`0033 SPCD 129 - eastern white pine (Pinus strobus),`0041 45 South Carolina,31114.27215
47,`0033 SPCD 129 - eastern white pine (Pinus strobus),`0043 47 Tennessee,2857921.774
48,`0033 SPCD 129 - eastern white pine (Pinus strobus),`0047 51 Virginia,7429079.34
49,`0034 SPCD 130 - Scotch pine (Pinus sylvestris),`0037 40 Oklahoma,
50,`0034 SPCD 130 - Scotch pine (Pinus sylvestris),`0047 51 Virginia,
51,`0035 SPCD 131 - loblolly pine (Pinus taeda),`0001 01 Alabama,835535248.7
52,`0035 SPCD 131 - loblolly pine (Pinus taeda),`0004 05 Arkansas,559243974.9
53,`0035 SPCD 131 - loblolly pine (Pinus taeda),`0011 13 Georgia,720416834.4
54,`0035 SPCD 131 - loblolly pine (Pinus taeda),`0018 21 Kentucky,5462740.36
55,`0035 SPCD 131 - loblolly pine (Pinus taeda),`0025 28 Mississippi,780731872.5
56,`0035 SPCD 131 - loblolly pine (Pinus taeda),`0034 37 North Carolina,514490588.9
57,`0035 SPCD 131 - loblolly pine (Pinus taeda),`0037 40 Oklahoma,69331773.35
58,`0035 SPCD 131 - loblolly pine (Pinus taeda),`0041 45 South Carolina,583175323.8
59,`0035 SPCD 131 - loblolly pine (Pinus taeda),`0043 47 Tennessee,38179179.74
60,`0035 SPCD 131 - loblolly pine (Pinus taeda),`0047 51 Virginia,307719828.6
61,`0036 SPCD 132 - Virginia pine (Pinus virginiana),`0001 01 Alabama,11028731.18
62,`0036 SPCD 132 - Virginia pine (Pinus virginiana),`0004 05 Arkansas,
63,`0036 SPCD 132 - Virginia pine (Pinus virginiana),`0011 13 Georgia,5900358.007
64,`0036 SPCD 132 - Virginia pine (Pinus virginiana),`0018 21 Kentucky,4262642.51
65,`0036 SPCD 132 - Virginia pine (Pinus virginiana),`0025 28 Mississippi,
66,`0036 SPCD 132 - Virginia pine (Pinus virginiana),`0034 37 North Carolina,13269722.96
67,`0036 SPCD 132 - Virginia pine (Pinus virginiana),`0041 45 South Carolina,5663263.226
68,`0036 SPCD 132 - Virginia pine (Pinus virginiana),`0043 47 Tennessee,2168357.539
69,`0036 SPCD 132 - Virginia pine (Pinus virginiana),`0047 51 Virginia,19192256.7
70,`0051 SPCD 16 - Fraser fir (Abies fraseri),`0034 37 North Carolina,
71,`0051 SPCD 16 - Fraser fir (Abies fraseri),`0043 47 Tennessee,
72,`0051 SPCD 16 - Fraser fir (Abies fraseri),`0047 51 Virginia,
73,`0064 SPCD 221 - baldcypress (Taxodium distichum),`0001 01 Alabama,73522.84865
74,`0064 SPCD 221 - baldcypress (Taxodium distichum),`0004 05 Arkansas,37163.20777
75,`0064 SPCD 221 - baldcypress (Taxodium distichum),`0011 13 Georgia,3062275.842
76,`0064 SPCD 221 - baldcypress (Taxodium distichum),`0018 21 Kentucky,
77,`0064 SPCD 221 - baldcypress (Taxodium distichum),`0025 28 Mississippi,0
78,`0064 SPCD 221 - baldcypress (Taxodium distichum),`0034 37 North Carolina,680757.426
79,`0064 SPCD 221 - baldcypress (Taxodium distichum),`0041 45 South Carolina,2334067.321
80,`0064 SPCD 221 - baldcypress (Taxodium distichum),`0043 47 Tennessee,
81,`0064 SPCD 221 - baldcypress (Taxodium distichum),`0047 51 Virginia,
82,`0065 SPCD 222 - pondcypress (Taxodium ascendens),`0001 01 Alabama,
83,`0065 SPCD 222 - pondcypress (Taxodium ascendens),`0011 13 Georgia,8222045.004
84,`0065 SPCD 222 - pondcypress (Taxodium ascendens),`0025 28 Mississippi,147966.4327
85,`0065 SPCD 222 - pondcypress (Taxodium ascendens),`0034 37 North Carolina,23513.40416
86,`0065 SPCD 222 - pondcypress (Taxodium ascendens),`0041 45 South Carolina,332432.3564
87,`0071 SPCD 241 - northern white-cedar (Thuja occidentalis),`0047 51 Virginia,
88,`0076 SPCD 260 - hemlock spp. (Tsuga spp.),`0011 13 Georgia,
89,`0077 SPCD 261 - eastern hemlock (Tsuga canadensis),`0001 01 Alabama,
90,`0077 SPCD 261 - eastern hemlock (Tsuga canadensis),`0011 13 Georgia,0
91,`0077 SPCD 261 - eastern hemlock (Tsuga canadensis),`0018 21 Kentucky,739778.175
92,`0077 SPCD 261 - eastern hemlock (Tsuga canadensis),`0034 37 North Carolina,163779.1255
93,`0077 SPCD 261 - eastern hemlock (Tsuga canadensis),`0041 45 South Carolina,
94,`0077 SPCD 261 - eastern hemlock (Tsuga canadensis),`0043 47 Tennessee,339539.5236
95,`0077 SPCD 261 - eastern hemlock (Tsuga canadensis),`0047 51 Virginia,32149.52083
96,`0078 SPCD 262 - Carolina hemlock (Tsuga caroliniana),`0011 13 Georgia,
97,`0078 SPCD 262 - Carolina hemlock (Tsuga caroliniana),`0034 37 North Carolina,
98,`0078 SPCD 262 - Carolina hemlock (Tsuga caroliniana),`0041 45 South Carolina,
99,`0078 SPCD 262 - Carolina hemlock (Tsuga caroliniana),`0047 51 Virginia,
100,`0081 SPCD 299 - unknown dead conifer (Tree evergreen),`0043 47 Tennessee,
101,`0085 SPCD 43 - Atlantic white-cedar (Chamaecyparis thyoides),`0001 01 Alabama,
102,`0085 SPCD 43 - Atlantic white-cedar (Chamaecyparis thyoides),`0011 13 Georgia,
103,`0085 SPCD 43 - Atlantic white-cedar (Chamaecyparis thyoides),`0025 28 Mississippi,
104,`0085 SPCD 43 - Atlantic white-cedar (Chamaecyparis thyoides),`0034 37 North Carolina,0
105,`0085 SPCD 43 - Atlantic white-cedar (Chamaecyparis thyoides),`0041 45 South Carolina,
106,`0085 SPCD 43 - Atlantic white-cedar (Chamaecyparis thyoides),`0047 51 Virginia,
107,`0100 SPCD 61 - Ashe juniper (Juniperus ashei),`0037 40 Oklahoma,
108,`0115 SPCD 67 - southern redcedar (Juniperus virginiana),`0001 01 Alabama,
109,`0115 SPCD 67 - southern redcedar (Juniperus virginiana),`0011 13 Georgia,
110,`0115 SPCD 67 - southern redcedar (Juniperus virginiana),`0041 45 South Carolina,
111,`0121 SPCD 68 - eastern redcedar (Juniperus virginiana),`0001 01 Alabama,1606644.022
112,`0121 SPCD 68 - eastern redcedar (Juniperus virginiana),`0004 05 Arkansas,4179159.086
113,`0121 SPCD 68 - eastern redcedar (Juniperus virginiana),`0011 13 Georgia,1161737.789
114,`0121 SPCD 68 - eastern redcedar (Juniperus virginiana),`0018 21 Kentucky,3813178.715
115,`0121 SPCD 68 - eastern redcedar (Juniperus virginiana),`0025 28 Mississippi,1027644.343
116,`0121 SPCD 68 - eastern redcedar (Juniperus virginiana),`0034 37 North Carolina,1438014.839
117,`0121 SPCD 68 - eastern redcedar (Juniperus virginiana),`0037 40 Oklahoma,1127855.694
118,`0121 SPCD 68 - eastern redcedar (Juniperus virginiana),`0041 45 South Carolina,1048569.853
119,`0121 SPCD 68 - eastern redcedar (Juniperus virginiana),`0043 47 Tennessee,1778738.626
120,`0121 SPCD 68 - eastern redcedar (Juniperus virginiana),`0047 51 Virginia,2624905.33
121,`0143 SPCD 8345 - Carolina laurelcherry (Prunus caroliniana),`0011 13 Georgia,
122,`0143 SPCD 8345 - Carolina laurelcherry (Prunus caroliniana),`0041 45 South Carolina,
123,`0149 SPCD 91 - Norway spruce (Picea abies),`0047 51 Virginia,0
124,`0155 SPCD 97 - red spruce (Picea rubens),`0034 37 North Carolina,
125,`0155 SPCD 97 - red spruce (Picea rubens),`0043 47 Tennessee,
126,`0155 SPCD 97 - red spruce (Picea rubens),`0047 51 Virginia,
127,`0161 SPCD 311 - Florida maple (Acer barbatum),`0001 01 Alabama,1047361.578
128,`0161 SPCD 311 - Florida maple (Acer barbatum),`0004 05 Arkansas,106783.6909
129,`0161 SPCD 311 - Florida maple (Acer barbatum),`0011 13 Georgia,274953.3459
130,`0161 SPCD 311 - Florida maple (Acer barbatum),`0025 28 Mississippi,21010.84404
131,`0161 SPCD 311 - Florida maple (Acer barbatum),`0034 37 North Carolina,120017.7284
132,`0161 SPCD 311 - Florida maple (Acer barbatum),`0037 40 Oklahoma,
133,`0161 SPCD 311 - Florida maple (Acer barbatum),`0041 45 South Carolina,184678.5772
134,`0161 SPCD 311 - Florida maple (Acer barbatum),`0043 47 Tennessee,
135,`0161 SPCD 311 - Florida maple (Acer barbatum),`0047 51 Virginia,149171.8922
136,`0163 SPCD 313 - boxelder (Acer negundo),`0001 01 Alabama,164290.4764
137,`0163 SPCD 313 - boxelder (Acer negundo),`0004 05 Arkansas,36358.04552
138,`0163 SPCD 313 - boxelder (Acer negundo),`0011 13 Georgia,52367.24828
139,`0163 SPCD 313 - boxelder (Acer negundo),`0018 21 Kentucky,637954.1112
140,`0163 SPCD 313 - boxelder (Acer negundo),`0025 28 Mississippi,582461.7985
141,`0163 SPCD 313 - boxelder (Acer negundo),`0034 37 North Carolina,193497.9129
142,`0163 SPCD 313 - boxelder (Acer negundo),`0037 40 Oklahoma,34572.72461
143,`0163 SPCD 313 - boxelder (Acer negundo),`0041 45 South Carolina,199581.9734
144,`0163 SPCD 313 - boxelder (Acer negundo),`0043 47 Tennessee,1074655.361
145,`0163 SPCD 313 - boxelder (Acer negundo),`0047 51 Virginia,13725.07822
146,`0164 SPCD 314 - black maple (Acer nigrum),`0011 13 Georgia,
147,`0164 SPCD 314 - black maple (Acer nigrum),`0018 21 Kentucky,
148,`0165 SPCD 315 - striped maple (Acer pensylvanicum),`0011 13 Georgia,
149,`0165 SPCD 315 - striped maple (Acer pensylvanicum),`0018 21 Kentucky,
150,`0165 SPCD 315 - striped maple (Acer pensylvanicum),`0034 37 North Carolina,
151,`0165 SPCD 315 - striped maple (Acer pensylvanicum),`0043 47 Tennessee,
152,`0165 SPCD 315 - striped maple (Acer pensylvanicum),`0047 51 Virginia,
153,`0166 SPCD 316 - red maple (Acer rubrum),`0001 01 Alabama,8872549.385
154,`0166 SPCD 316 - red maple (Acer rubrum),`0004 05 Arkansas,2470817.516
155,`0166 SPCD 316 - red maple (Acer rubrum),`0011 13 Georgia,14544136.84
156,`0166 SPCD 316 - red maple (Acer rubrum),`0018 21 Kentucky,11987522.49
157,`0166 SPCD 316 - red maple (Acer rubrum),`0025 28 Mississippi,3357304.54
158,`0166 SPCD 316 - red maple (Acer rubrum),`0034 37 North Carolina,30308731.58
159,`0166 SPCD 316 - red maple (Acer rubrum),`0037 40 Oklahoma,62468.15425
160,`0166 SPCD 316 - red maple (Acer rubrum),`0041 45 South Carolina,12025443.76
161,`0166 SPCD 316 - red maple (Acer rubrum),`0043 47 Tennessee,5892870.761
162,`0166 SPCD 316 - red maple (Acer rubrum),`0047 51 Virginia,15972448.02
163,`0167 SPCD 317 - silver maple (Acer saccharinum),`0001 01 Alabama,
164,`0167 SPCD 317 - silver maple (Acer saccharinum),`0004 05 Arkansas,288260.8197
165,`0167 SPCD 317 - silver maple (Acer saccharinum),`0011 13 Georgia,
166,`0167 SPCD 317 - silver maple (Acer saccharinum),`0018 21 Kentucky,27868.22896
167,`0167 SPCD 317 - silver maple (Acer saccharinum),`0025 28 Mississippi,
168,`0167 SPCD 317 - silver maple (Acer saccharinum),`0034 37 North Carolina,
169,`0167 SPCD 317 - silver maple (Acer saccharinum),`0037 40 Oklahoma,
170,`0167 SPCD 317 - silver maple (Acer saccharinum),`0043 47 Tennessee,461982.4049
171,`0167 SPCD 317 - silver maple (Acer saccharinum),`0047 51 Virginia,
172,`0168 SPCD 318 - sugar maple (Acer saccharum),`0001 01 Alabama,
173,`0168 SPCD 318 - sugar maple (Acer saccharum),`0004 05 Arkansas,
174,`0168 SPCD 318 - sugar maple (Acer saccharum),`0011 13 Georgia,
175,`0168 SPCD 318 - sugar maple (Acer saccharum),`0018 21 Kentucky,9186640.562
176,`0168 SPCD 318 - sugar maple (Acer saccharum),`0034 37 North Carolina,127891.7749
177,`0168 SPCD 318 - sugar maple (Acer saccharum),`0037 40 Oklahoma,
178,`0168 SPCD 318 - sugar maple (Acer saccharum),`0041 45 South Carolina,
179,`0168 SPCD 318 - sugar maple (Acer saccharum),`0043 47 Tennessee,8502352.132
180,`0168 SPCD 318 - sugar maple (Acer saccharum),`0047 51 Virginia,1200933.563
181,`0169 SPCD 319 - mountain maple (Acer spicatum),`0018 21 Kentucky,
182,`0169 SPCD 319 - mountain maple (Acer spicatum),`0034 37 North Carolina,
183,`0169 SPCD 319 - mountain maple (Acer spicatum),`0043 47 Tennessee,
184,`0170 SPCD 320 - Norway maple (Acer platanoides),`0047 51 Virginia,
185,`0173 SPCD 323 - chalk maple (Acer leucoderme),`0001 01 Alabama,
186,`0173 SPCD 323 - chalk maple (Acer leucoderme),`0011 13 Georgia,
187,`0175 SPCD 331 - Ohio buckeye (Aesculus glabra),`0004 05 Arkansas,
188,`0175 SPCD 331 - Ohio buckeye (Aesculus glabra),`0018 21 Kentucky,
189,`0175 SPCD 331 - Ohio buckeye (Aesculus glabra),`0043 47 Tennessee,
190,`0176 SPCD 332 - yellow buckeye (Aesculus flava),`0001 01 Alabama,
191,`0176 SPCD 332 - yellow buckeye (Aesculus flava),`0011 13 Georgia,
192,`0176 SPCD 332 - yellow buckeye (Aesculus flava),`0018 21 Kentucky,410028.3364
193,`0176 SPCD 332 - yellow buckeye (Aesculus flava),`0034 37 North Carolina,115043.7715
194,`0176 SPCD 332 - yellow buckeye (Aesculus flava),`0043 47 Tennessee,840027.6508
195,`0176 SPCD 332 - yellow buckeye (Aesculus flava),`0047 51 Virginia,0
196,`0181 SPCD 341 - ailanthus (Ailanthus altissima),`0001 01 Alabama,
197,`0181 SPCD 341 - ailanthus (Ailanthus altissima),`0004 05 Arkansas,
198,`0181 SPCD 341 - ailanthus (Ailanthus altissima),`0011 13 Georgia,
199,`0181 SPCD 341 - ailanthus (Ailanthus altissima),`0018 21 Kentucky,1054712.898
200,`0181 SPCD 341 - ailanthus (Ailanthus altissima),`0034 37 North Carolina,243500.4042
201,`0181 SPCD 341 - ailanthus (Ailanthus altissima),`0037 40 Oklahoma,40055.6442
202,`0181 SPCD 341 - ailanthus (Ailanthus altissima),`0041 45 South Carolina,10945.97778
203,`0181 SPCD 341 - ailanthus (Ailanthus altissima),`0043 47 Tennessee,194721.664
204,`0181 SPCD 341 - ailanthus (Ailanthus altissima),`0047 51 Virginia,600986.1345
205,"`0182 SPCD 345 - mimosa, silktree (Albizia julibrissin)",`0001 01 Alabama,85455.09317
206,"`0182 SPCD 345 - mimosa, silktree (Albizia julibrissin)",`0004 05 Arkansas,
207,"`0182 SPCD 345 - mimosa, silktree (Albizia julibrissin)",`0011 13 Georgia,
208,"`0182 SPCD 345 - mimosa, silktree (Albizia julibrissin)",`0018 21 Kentucky,0
209,"`0182 SPCD 345 - mimosa, silktree (Albizia julibrissin)",`0025 28 Mississippi,34734.94829
210,"`0182 SPCD 345 - mimosa, silktree (Albizia julibrissin)",`0034 37 North Carolina,0
211,"`0182 SPCD 345 - mimosa, silktree (Albizia julibrissin)",`0037 40 Oklahoma,
212,"`0182 SPCD 345 - mimosa, silktree (Albizia julibrissin)",`0041 45 South Carolina,0
213,"`0182 SPCD 345 - mimosa, silktree (Albizia julibrissin)",`0043 47 Tennessee,
214,"`0182 SPCD 345 - mimosa, silktree (Albizia julibrissin)",`0047 51 Virginia,30585.55242
215,`0187 SPCD 355 - European alder (Alnus glutinosa),`0018 21 Kentucky,
216,`0187 SPCD 355 - European alder (Alnus glutinosa),`0047 51 Virginia,
217,`0188 SPCD 356 - serviceberry spp. (Amelanchier spp.),`0001 01 Alabama,
218,`0188 SPCD 356 - serviceberry spp. (Amelanchier spp.),`0004 05 Arkansas,0
219,`0188 SPCD 356 - serviceberry spp. (Amelanchier spp.),`0011 13 Georgia,
220,`0188 SPCD 356 - serviceberry spp. (Amelanchier spp.),`0018 21 Kentucky,30604.24019
221,`0188 SPCD 356 - serviceberry spp. (Amelanchier spp.),`0025 28 Mississippi,
222,`0188 SPCD 356 - serviceberry spp. (Amelanchier spp.),`0034 37 North Carolina,
223,`0188 SPCD 356 - serviceberry spp. (Amelanchier spp.),`0037 40 Oklahoma,5627.66191
224,`0188 SPCD 356 - serviceberry spp. (Amelanchier spp.),`0041 45 South Carolina,
225,`0188 SPCD 356 - serviceberry spp. (Amelanchier spp.),`0043 47 Tennessee,0
226,`0188 SPCD 356 - serviceberry spp. (Amelanchier spp.),`0047 51 Virginia,12886.5867
227,`0189 SPCD 357 - common serviceberry (Amelanchier arborea),`0011 13 Georgia,
228,`0189 SPCD 357 - common serviceberry (Amelanchier arborea),`0025 28 Mississippi,
229,`0189 SPCD 357 - common serviceberry (Amelanchier arborea),`0034 37 North Carolina,
230,`0189 SPCD 357 - common serviceberry (Amelanchier arborea),`0037 40 Oklahoma,
231,`0189 SPCD 357 - common serviceberry (Amelanchier arborea),`0043 47 Tennessee,
232,`0195 SPCD 367 - pawpaw (Asimina triloba),`0001 01 Alabama,
233,`0195 SPCD 367 - pawpaw (Asimina triloba),`0004 05 Arkansas,
234,`0195 SPCD 367 - pawpaw (Asimina triloba),`0011 13 Georgia,
235,`0195 SPCD 367 - pawpaw (Asimina triloba),`0018 21 Kentucky,
236,`0195 SPCD 367 - pawpaw (Asimina triloba),`0025 28 Mississippi,
237,`0195 SPCD 367 - pawpaw (Asimina triloba),`0034 37 North Carolina,
238,`0195 SPCD 367 - pawpaw (Asimina triloba),`0037 40 Oklahoma,
239,`0195 SPCD 367 - pawpaw (Asimina triloba),`0041 45 South Carolina,
240,`0195 SPCD 367 - pawpaw (Asimina triloba),`0043 47 Tennessee,
241,`0195 SPCD 367 - pawpaw (Asimina triloba),`0047 51 Virginia,
242,`0197 SPCD 371 - yellow birch (Betula alleghaniensis),`0018 21 Kentucky,
243,`0197 SPCD 371 - yellow birch (Betula alleghaniensis),`0034 37 North Carolina,219698.1351
244,`0197 SPCD 371 - yellow birch (Betula alleghaniensis),`0043 47 Tennessee,
245,`0197 SPCD 371 - yellow birch (Betula alleghaniensis),`0047 51 Virginia,119467.472
246,`0198 SPCD 372 - sweet birch (Betula lenta),`0001 01 Alabama,
247,`0198 SPCD 372 - sweet birch (Betula lenta),`0011 13 Georgia,
248,`0198 SPCD 372 - sweet birch (Betula lenta),`0018 21 Kentucky,393953.6092
249,`0198 SPCD 372 - sweet birch (Betula lenta),`0034 37 North Carolina,764190.4833
250,`0198 SPCD 372 - sweet birch (Betula lenta),`0041 45 South Carolina,
251,`0198 SPCD 372 - sweet birch (Betula lenta),`0043 47 Tennessee,109647.156
252,`0198 SPCD 372 - sweet birch (Betula lenta),`0047 51 Virginia,1361736.74
253,`0199 SPCD 373 - river birch (Betula nigra),`0001 01 Alabama,103026.2223
254,`0199 SPCD 373 - river birch (Betula nigra),`0004 05 Arkansas,
255,`0199 SPCD 373 - river birch (Betula nigra),`0011 13 Georgia,693480.8705
256,`0199 SPCD 373 - river birch (Betula nigra),`0018 21 Kentucky,10297.6535
257,`0199 SPCD 373 - river birch (Betula nigra),`0025 28 Mississippi,455506.5424
258,`0199 SPCD 373 - river birch (Betula nigra),`0034 37 North Carolina,1095636.071
259,`0199 SPCD 373 - river birch (Betula nigra),`0037 40 Oklahoma,0
260,`0199 SPCD 373 - river birch (Betula nigra),`0041 45 South Carolina,788106.8504
261,`0199 SPCD 373 - river birch (Betula nigra),`0043 47 Tennessee,1460581.67
262,`0199 SPCD 373 - river birch (Betula nigra),`0047 51 Virginia,156980.5111
263,"`0206 SPCD 381 - chittamwood, gum bumelia (Sideroxylon lanuginosum)",`0001 01 Alabama,
264,"`0206 SPCD 381 - chittamwood, gum bumelia (Sideroxylon lanuginosum)",`0004 05 Arkansas,17272.74942
265,"`0206 SPCD 381 - chittamwood, gum bumelia (Sideroxylon lanuginosum)",`0011 13 Georgia,
266,"`0206 SPCD 381 - chittamwood, gum bumelia (Sideroxylon lanuginosum)",`0025 28 Mississippi,
267,"`0206 SPCD 381 - chittamwood, gum bumelia (Sideroxylon lanuginosum)",`0037 40 Oklahoma,10090.73693
268,"`0206 SPCD 381 - chittamwood, gum bumelia (Sideroxylon lanuginosum)",`0043 47 Tennessee,
269,"`0207 SPCD 391 - American hornbeam, musclewood (Carpinus caroliniana)",`0001 01 Alabama,1256032.311
270,"`0207 SPCD 391 - American hornbeam, musclewood (Carpinus caroliniana)",`0004 05 Arkansas,324307.5517
271,"`0207 SPCD 391 - American hornbeam, musclewood (Carpinus caroliniana)",`0011 13 Georgia,269951.5466
272,"`0207 SPCD 391 - American hornbeam, musclewood (Carpinus caroliniana)",`0018 21 Kentucky,10527.51858
273,"`0207 SPCD 391 - American hornbeam, musclewood (Carpinus caroliniana)",`0025 28 Mississippi,1416303.192
274,"`0207 SPCD 391 - American hornbeam, musclewood (Carpinus caroliniana)",`0034 37 North Carolina,132373.5743
275,"`0207 SPCD 391 - American hornbeam, musclewood (Carpinus caroliniana)",`0037 40 Oklahoma,
276,"`0207 SPCD 391 - American hornbeam, musclewood (Carpinus caroliniana)",`0041 45 South Carolina,270863.0203
277,"`0207 SPCD 391 - American hornbeam, musclewood (Carpinus caroliniana)",`0043 47 Tennessee,59158.307
278,"`0207 SPCD 391 - American hornbeam, musclewood (Carpinus caroliniana)",`0047 51 Virginia,138570.8202
279,`0208 SPCD 400 - hickory spp. (Carya spp.),`0047 51 Virginia,
280,`0209 SPCD 401 - water hickory (Carya aquatica),`0001 01 Alabama,
281,`0209 SPCD 401 - water hickory (Carya aquatica),`0004 05 Arkansas,129988.3973
282,`0209 SPCD 401 - water hickory (Carya aquatica),`0011 13 Georgia,355163.8356
283,`0209 SPCD 401 - water hickory (Carya aquatica),`0018 21 Kentucky,
284,`0209 SPCD 401 - water hickory (Carya aquatica),`0025 28 Mississippi,767766.0336
285,`0209 SPCD 401 - water hickory (Carya aquatica),`0034 37 North Carolina,
286,`0209 SPCD 401 - water hickory (Carya aquatica),`0037 40 Oklahoma,
287,`0209 SPCD 401 - water hickory (Carya aquatica),`0041 45 South Carolina,498743.9773
288,`0209 SPCD 401 - water hickory (Carya aquatica),`0043 47 Tennessee,
289,`0210 SPCD 402 - bitternut hickory (Carya cordiformis),`0001 01 Alabama,359566.4033
290,`0210 SPCD 402 - bitternut hickory (Carya cordiformis),`0004 05 Arkansas,921711.2534
291,`0210 SPCD 402 - bitternut hickory (Carya cordiformis),`0011 13 Georgia,
292,`0210 SPCD 402 - bitternut hickory (Carya cordiformis),`0018 21 Kentucky,2734656.181
293,`0210 SPCD 402 - bitternut hickory (Carya cordiformis),`0025 28 Mississippi,742629.4141
294,`0210 SPCD 402 - bitternut hickory (Carya cordiformis),`0034 37 North Carolina,559973.8227
295,`0210 SPCD 402 - bitternut hickory (Carya cordiformis),`0037 40 Oklahoma,59626.75907
296,`0210 SPCD 402 - bitternut hickory (Carya cordiformis),`0041 45 South Carolina,
297,`0210 SPCD 402 - bitternut hickory (Carya cordiformis),`0043 47 Tennessee,765764.0271
298,`0210 SPCD 402 - bitternut hickory (Carya cordiformis),`0047 51 Virginia,623429.5591
299,`0211 SPCD 403 - pignut hickory (Carya glabra),`0001 01 Alabama,9299992.838
300,`0211 SPCD 403 - pignut hickory (Carya glabra),`0004 05 Arkansas,0
301,`0211 SPCD 403 - pignut hickory (Carya glabra),`0011 13 Georgia,3527624.81
302,`0211 SPCD 403 - pignut hickory (Carya glabra),`0018 21 Kentucky,12554461.57
303,`0211 SPCD 403 - pignut hickory (Carya glabra),`0025 28 Mississippi,3431318.465
304,`0211 SPCD 403 - pignut hickory (Carya glabra),`0034 37 North Carolina,3510406.339
305,`0211 SPCD 403 - pignut hickory (Carya glabra),`0037 40 Oklahoma,100102.0902
306,`0211 SPCD 403 - pignut hickory (Carya glabra),`0041 45 South Carolina,1570809.509
